cpuName,manufacturerName,productCollection,totalCores,totalThreads,baseFrequency,turboFrequency,defaultTdp,launchDate,maxRam,usageType
Intel® Xeon® Bronze 3206R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,8,8,1.90 GHz,1.90 GHz,85 W,Q1'20,1 TB,null
Intel® Xeon® Gold 5218R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,20,40,2.10 GHz,4.00 GHz,125 W,Q1'20,1 TB,null
Intel® Xeon® Gold 5220R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,24,48,2.20 GHz,4.00 GHz,150 W,Q1'20,1 TB,null
Intel® Xeon® Gold 6208U Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,16,32,2.90 GHz,3.90 GHz,150 W,Q1'20,1 TB,null
Intel® Xeon® Gold 6226R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,16,32,2.90 GHz,3.90 GHz,150 W,Q1'20,1 TB,null
Intel® Xeon® Gold 6230R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,26,52,2.10 GHz,4.00 GHz,150 W,Q1'20,1 TB,null
Intel® Xeon® Gold 6238R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,28,56,2.20 GHz,4.00 GHz,165 W,Q1'20,1 TB,null
Intel® Xeon® Gold 6240R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,24,48,2.40 GHz,4.00 GHz,165 W,Q1'20,1 TB,null
Intel® Xeon® Gold 6242R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,20,40,3.10 GHz,4.10 GHz,205 W,Q1'20,1 TB,null
Intel® Xeon® Gold 6246R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,16,32,3.40 GHz,4.10 GHz,205 W,Q1'20,1 TB,null
Intel® Xeon® Gold 6248R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,24,48,3.00 GHz,4.00 GHz,205 W,Q1'20,1 TB,null
Intel® Xeon® Gold 6250 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,8,16,3.90 GHz,4.50 GHz,185 W,Q1'20,1 TB,null
Intel® Xeon® Gold 6250L Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,8,16,3.90 GHz,4.50 GHz,185 W,Q1'20,4.5 TB,null
Intel® Xeon® Gold 6256 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,12,24,3.60 GHz,4.50 GHz,205 W,Q1'20,1 TB,null
Intel® Xeon® Gold 6258R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,28,56,2.70 GHz,4.00 GHz,205 W,Q1'20,1 TB,null
Intel® Xeon® Silver 4210R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,10,20,2.40 GHz,3.20 GHz,100 W,Q1'20,1 TB,null
Intel® Xeon® Silver 4210T Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,10,20,2.30 GHz,3.20 GHz,95 W,Q1'20,1 TB,Server/Enterprise
Intel® Xeon® Silver 4214R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,12,24,2.40 GHz,3.50 GHz,100 W,Q1'20,1 TB,null
Intel® Xeon® Silver 4215R Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,8,16,3.20 GHz,4.00 GHz,130 W,Q1'20,1 TB,null
Intel® Xeon® Platinum 9221 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,32,64,2.30 GHz,3.70 GHz,250 W,Q3'19,null,null
Intel® Xeon® Platinum 9222 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,32,64,2.30 GHz,3.70 GHz,250 W,Q3'19,null,null
Intel® Xeon® Bronze 3204 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,6,6,1.90 GHz,1.90 GHz,85 W,Q2'19,1 TB,null
Intel® Xeon® Gold 5215 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,10,20,2.50 GHz,3.40 GHz,85 W,Q2'19,1 TB,Server/Enterprise
Intel® Xeon® Gold 5215L Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,10,20,2.50 GHz,3.40 GHz,85 W,Q2'19,4.5 TB,null
Intel® Xeon® Gold 5217 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,8,16,3.00 GHz,3.70 GHz,115 W,Q2'19,1 TB,null
Intel® Xeon® Gold 5218 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,16,32,2.30 GHz,3.90 GHz,125 W,Q2'19,1 TB,null
Intel® Xeon® Gold 5218B Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,16,32,2.30 GHz,3.90 GHz,125 W,Q2'19,1 TB,null
Intel® Xeon® Gold 5218N Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,16,32,2.30 GHz,3.70 GHz,110 W,Q2'19,1 TB,null
Intel® Xeon® Gold 5218T Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,16,32,2.10 GHz,3.80 GHz,105 W,Q2'19,1 TB,Communications Commercial Temp
Intel® Xeon® Gold 5220 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,18,36,2.20 GHz,3.90 GHz,125 W,Q2'19,1 TB,null
Intel® Xeon® Gold 5220S Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,18,36,2.70 GHz,3.90 GHz,125 W,Q2'19,1 TB,null
Intel® Xeon® Gold 5220T Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,18,36,1.90 GHz,3.90 GHz,105 W,Q2'19,1 TB,Communications Commercial Temp
Intel® Xeon® Gold 5222 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,4,8,3.80 GHz,3.90 GHz,105 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6209U Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,20,40,2.10 GHz,3.90 GHz,125 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6210U Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,20,40,2.50 GHz,3.90 GHz,150 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6212U Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,24,48,2.40 GHz,3.90 GHz,165 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6222V Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,20,40,1.80 GHz,3.60 GHz,115 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6226 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,12,24,2.70 GHz,3.70 GHz,125 W,Q2'19,1 TB,Server/Enterprise
Intel® Xeon® Gold 6230 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,20,40,2.10 GHz,3.90 GHz,125 W,Q2'19,1 TB,Server/Enterprise
Intel® Xeon® Gold 6230N Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,20,40,2.30 GHz,3.50 GHz,125 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6230T Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,20,40,2.10 GHz,3.90 GHz,125 W,Q2'19,1 TB,Communications Commercial Temp
Intel® Xeon® Gold 6234 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,8,16,3.30 GHz,4.00 GHz,130 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6238 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,22,44,2.10 GHz,3.70 GHz,140 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6238L Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,22,44,2.10 GHz,3.70 GHz,140 W,Q2'19,4.5 TB,null
Intel® Xeon® Gold 6238T Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,22,44,1.90 GHz,3.70 GHz,125 W,Q2'19,1 TB,Communications Commercial Temp
Intel® Xeon® Gold 6240 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,18,36,2.60 GHz,3.90 GHz,150 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6240L Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,18,36,2.60 GHz,3.90 GHz,150 W,Q2'19,4.5 TB,null
Intel® Xeon® Gold 6240Y Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,18,36,2.60 GHz,3.90 GHz,150 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6242 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,16,32,2.80 GHz,3.90 GHz,150 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6244 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,8,16,3.60 GHz,4.40 GHz,150 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6246 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,12,24,3.30 GHz,4.20 GHz,165 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6248 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,20,40,2.50 GHz,3.90 GHz,150 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6252 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,24,48,2.10 GHz,3.70 GHz,150 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6252N Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,24,48,2.30 GHz,3.60 GHz,150 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6254 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,18,36,3.10 GHz,4.00 GHz,200 W,Q2'19,1 TB,null
Intel® Xeon® Gold 6262V Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,24,48,1.90 GHz,3.60 GHz,135 W,Q2'19,1 TB,null
Intel® Xeon® Platinum 8253 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,16,32,2.20 GHz,3.00 GHz,125 W,Q2'19,1 TB,null
Intel® Xeon® Platinum 8256 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,4,8,3.80 GHz,3.90 GHz,105 W,Q2'19,1 TB,null
Intel® Xeon® Platinum 8260 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,24,48,2.40 GHz,3.90 GHz,165 W,Q2'19,1 TB,null
Intel® Xeon® Platinum 8260L Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,24,48,2.40 GHz,3.90 GHz,165 W,Q2'19,4.5 TB,null
Intel® Xeon® Platinum 8260Y Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,24,48,2.40 GHz,3.90 GHz,165 W,Q2'19,1 TB,null
Intel® Xeon® Platinum 8268 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,24,48,2.90 GHz,3.90 GHz,205 W,Q2'19,1 TB,null
Intel® Xeon® Platinum 8270 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,26,52,2.70 GHz,4.00 GHz,205 W,Q2'19,1 TB,null
Intel® Xeon® Platinum 8276 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,28,56,2.20 GHz,4.00 GHz,165 W,Q2'19,1 TB,null
Intel® Xeon® Platinum 8276L Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,28,56,2.20 GHz,4.00 GHz,165 W,Q2'19,4.5 TB,null
Intel® Xeon® Platinum 8280 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,28,56,2.70 GHz,4.00 GHz,205 W,Q2'19,1 TB,null
Intel® Xeon® Platinum 8280L Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,28,56,2.70 GHz,4.00 GHz,205 W,Q2'19,4.5 TB,null
Intel® Xeon® Platinum 9242 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,48,96,2.30 GHz,3.80 GHz,350 W,Q2'19,null,null
Intel® Xeon® Platinum 9282 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,56,112,2.60 GHz,3.80 GHz,400 W,Q2'19,null,null
Intel® Xeon® Silver 4208 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,8,16,2.10 GHz,3.20 GHz,85 W,Q2'19,1 TB,null
Intel® Xeon® Silver 4209T Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,8,16,2.20 GHz,3.20 GHz,70 W,Q2'19,1 TB,Communications Commercial Temp
Intel® Xeon® Silver 4210 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,10,20,2.20 GHz,3.20 GHz,85 W,Q2'19,1 TB,Server/Enterprise
Intel® Xeon® Silver 4214 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,12,24,2.20 GHz,3.20 GHz,85 W,Q2'19,1 TB,Server/Enterprise
Intel® Xeon® Silver 4214Y Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,12,24,2.20 GHz,3.20 GHz,85 W,Q2'19,1 TB,null
Intel® Xeon® Silver 4215 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,8,16,2.50 GHz,3.50 GHz,85 W,Q2'19,1 TB,Server/Enterprise
Intel® Xeon® Silver 4216 Processor,intel,2nd Generation Intel® Xeon® Scalable Processors,16,32,2.10 GHz,3.20 GHz,100 W,Q2'19,1 TB,Server/Enterprise
Intel® Xeon® Gold 6138P Processor,intel,Intel® Xeon® Scalable Processors,20,40,2.00 GHz,3.70 GHz,195 W,Q2'18,768 GB,Server/Enterprise
Intel® Xeon® Bronze 3104 Processor,intel,Intel® Xeon® Scalable Processors,6,6,1.70 GHz,null,85 W,Q3'17,768 GB,null
Intel® Xeon® Bronze 3106 Processor,intel,Intel® Xeon® Scalable Processors,8,8,1.70 GHz,null,85 W,Q3'17,768 GB,Server/Enterprise
Intel® Xeon® Gold 5115 Processor,intel,Intel® Xeon® Scalable Processors,10,20,2.40 GHz,3.20 GHz,85 W,Q3'17,768 GB,null
Intel® Xeon® Gold 5118 Processor,intel,Intel® Xeon® Scalable Processors,12,24,2.30 GHz,3.20 GHz,105 W,Q3'17,768 GB,Server/Enterprise
Intel® Xeon® Gold 5119T Processor,intel,Intel® Xeon® Scalable Processors,14,28,1.90 GHz,3.20 GHz,85 W,Q3'17,768 GB,Communications
Intel® Xeon® Gold 5120 Processor,intel,Intel® Xeon® Scalable Processors,14,28,2.20 GHz,3.20 GHz,105 W,Q3'17,768 GB,null
Intel® Xeon® Gold 5120T Processor,intel,Intel® Xeon® Scalable Processors,14,28,2.20 GHz,3.20 GHz,105 W,Q3'17,768 GB,Communications
Intel® Xeon® Gold 5122 Processor,intel,Intel® Xeon® Scalable Processors,4,8,3.60 GHz,3.70 GHz,105 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6126 Processor,intel,Intel® Xeon® Scalable Processors,12,24,2.60 GHz,3.70 GHz,125 W,Q3'17,768 GB,Server/Enterprise
Intel® Xeon® Gold 6126F Processor,intel,Intel® Xeon® Scalable Processors,12,24,2.60 GHz,3.70 GHz,135 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6126T Processor,intel,Intel® Xeon® Scalable Processors,12,24,2.60 GHz,3.70 GHz,125 W,Q3'17,768 GB,Communications
Intel® Xeon® Gold 6128 Processor,intel,Intel® Xeon® Scalable Processors,6,12,3.40 GHz,3.70 GHz,115 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6130 Processor,intel,Intel® Xeon® Scalable Processors,16,32,2.10 GHz,3.70 GHz,125 W,Q3'17,768 GB,Server/Enterprise
Intel® Xeon® Gold 6130F Processor,intel,Intel® Xeon® Scalable Processors,16,32,2.10 GHz,3.70 GHz,135 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6130T Processor,intel,Intel® Xeon® Scalable Processors,16,32,2.10 GHz,3.70 GHz,125 W,Q3'17,768 GB,Communications
Intel® Xeon® Gold 6132 Processor,intel,Intel® Xeon® Scalable Processors,14,28,2.60 GHz,3.70 GHz,140 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6134 Processor,intel,Intel® Xeon® Scalable Processors,8,16,3.20 GHz,3.70 GHz,130 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6136 Processor,intel,Intel® Xeon® Scalable Processors,12,24,3.00 GHz,3.70 GHz,150 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6138 Processor,intel,Intel® Xeon® Scalable Processors,20,40,2.00 GHz,3.70 GHz,125 W,Q3'17,768 GB,Server/Enterprise
Intel® Xeon® Gold 6138F Processor,intel,Intel® Xeon® Scalable Processors,20,40,2.00 GHz,3.70 GHz,135 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6138T Processor,intel,Intel® Xeon® Scalable Processors,20,40,2.00 GHz,3.70 GHz,125 W,Q3'17,768 GB,Communications Commercial Temp
Intel® Xeon® Gold 6140 Processor,intel,Intel® Xeon® Scalable Processors,18,36,2.30 GHz,3.70 GHz,140 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6142 Processor,intel,Intel® Xeon® Scalable Processors,16,32,2.60 GHz,3.70 GHz,150 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6142F Processor,intel,Intel® Xeon® Scalable Processors,16,32,2.60 GHz,3.70 GHz,160 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6144 Processor,intel,Intel® Xeon® Scalable Processors,8,16,3.50 GHz,4.20 GHz,150 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6146 Processor,intel,Intel® Xeon® Scalable Processors,12,24,3.20 GHz,4.20 GHz,165 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6148 Processor,intel,Intel® Xeon® Scalable Processors,20,40,2.40 GHz,3.70 GHz,150 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6148F Processor,intel,Intel® Xeon® Scalable Processors,20,40,2.40 GHz,3.70 GHz,160 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6150 Processor,intel,Intel® Xeon® Scalable Processors,18,36,2.70 GHz,3.70 GHz,165 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6152 Processor,intel,Intel® Xeon® Scalable Processors,22,44,2.10 GHz,3.70 GHz,140 W,Q3'17,768 GB,null
Intel® Xeon® Gold 6154 Processor,intel,Intel® Xeon® Scalable Processors,18,36,3.00 GHz,3.70 GHz,200 W,Q3'17,768 GB,null
Intel® Xeon® Platinum 8153 Processor,intel,Intel® Xeon® Scalable Processors,16,32,2.00 GHz,2.80 GHz,125 W,Q3'17,768 GB,null
Intel® Xeon® Platinum 8156 Processor,intel,Intel® Xeon® Scalable Processors,4,8,3.60 GHz,3.70 GHz,105 W,Q3'17,768 GB,null
Intel® Xeon® Platinum 8158 Processor,intel,Intel® Xeon® Scalable Processors,12,24,3.00 GHz,3.70 GHz,150 W,Q3'17,768 GB,null
Intel® Xeon® Platinum 8160 Processor,intel,Intel® Xeon® Scalable Processors,24,48,2.10 GHz,3.70 GHz,150 W,Q3'17,768 GB,null
Intel® Xeon® Platinum 8160F Processor,intel,Intel® Xeon® Scalable Processors,24,48,2.10 GHz,3.70 GHz,160 W,Q3'17,768 GB,null
Intel® Xeon® Platinum 8160T Processor,intel,Intel® Xeon® Scalable Processors,24,48,2.10 GHz,3.70 GHz,150 W,Q3'17,768 GB,Communications Commercial Temp
Intel® Xeon® Platinum 8164 Processor,intel,Intel® Xeon® Scalable Processors,26,52,2.00 GHz,3.70 GHz,150 W,Q3'17,768 GB,null
Intel® Xeon® Platinum 8168 Processor,intel,Intel® Xeon® Scalable Processors,24,48,2.70 GHz,3.70 GHz,205 W,Q3'17,768 GB,null
Intel® Xeon® Platinum 8170 Processor,intel,Intel® Xeon® Scalable Processors,26,52,2.10 GHz,3.70 GHz,165 W,Q3'17,768 GB,null
Intel® Xeon® Platinum 8176 Processor,intel,Intel® Xeon® Scalable Processors,28,56,2.10 GHz,3.80 GHz,165 W,Q3'17,768 GB,null
Intel® Xeon® Platinum 8176F Processor,intel,Intel® Xeon® Scalable Processors,28,56,2.10 GHz,3.80 GHz,173 W,Q3'17,768 GB,null
Intel® Xeon® Platinum 8180 Processor,intel,Intel® Xeon® Scalable Processors,28,56,2.50 GHz,3.80 GHz,205 W,Q3'17,768 GB,null
Intel® Xeon® Silver 4108 Processor,intel,Intel® Xeon® Scalable Processors,8,16,1.80 GHz,3.00 GHz,85 W,Q3'17,768 GB,null
Intel® Xeon® Silver 4109T Processor,intel,Intel® Xeon® Scalable Processors,8,16,2.00 GHz,3.00 GHz,70 W,Q3'17,768 GB,Communications
Intel® Xeon® Silver 4110 Processor,intel,Intel® Xeon® Scalable Processors,8,16,2.10 GHz,3.00 GHz,85 W,Q3'17,768 GB,Server/Enterprise
Intel® Xeon® Silver 4112 Processor,intel,Intel® Xeon® Scalable Processors,4,8,2.60 GHz,3.00 GHz,85 W,Q3'17,768 GB,null
Intel® Xeon® Silver 4114 Processor,intel,Intel® Xeon® Scalable Processors,10,20,2.20 GHz,3.00 GHz,85 W,Q3'17,768 GB,null
Intel® Xeon® Silver 4114T Processor,intel,Intel® Xeon® Scalable Processors,10,20,2.20 GHz,3.00 GHz,85 W,Q3'17,768 GB,Communications
Intel® Xeon® Silver 4116 Processor,intel,Intel® Xeon® Scalable Processors,12,24,2.10 GHz,3.00 GHz,85 W,Q3'17,768 GB,Server/Enterprise
Intel® Xeon® Silver 4116T Processor,intel,Intel® Xeon® Scalable Processors,12,24,2.10 GHz,3.00 GHz,85 W,Q3'17,768 GB,Communications
Intel® Xeon® CPU Max 9460 Processor,intel,Intel® Xeon® CPU Max Series,40,80,2.20 GHz,3.50 GHz,350 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® CPU Max 9462 Processor,intel,Intel® Xeon® CPU Max Series,32,64,2.70 GHz,3.50 GHz,350 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® CPU Max 9468 Processor,intel,Intel® Xeon® CPU Max Series,48,96,2.10 GHz,3.50 GHz,350 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® CPU Max 9470 Processor,intel,Intel® Xeon® CPU Max Series,52,104,2.00 GHz,3.50 GHz,350 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® CPU Max 9480 Processor,intel,Intel® Xeon® CPU Max Series,56,112,1.90 GHz,3.50 GHz,350 W,Q1'23,4 TB,Server/Enterprise
Intel® Xeon® E-2314 Processor,intel,Intel® Xeon® E Processor,4,4,2.80 GHz,4.50 GHz,65 W,Q3'21,128 GB,Server/Enterprise
Intel® Xeon® E-2324G Processor,intel,Intel® Xeon® E Processor,4,4,3.10 GHz,4.60 GHz,65 W,Q3'21,128 GB,Server/Enterprise
Intel® Xeon® E-2334 Processor,intel,Intel® Xeon® E Processor,4,8,3.40 GHz,4.80 GHz,65 W,Q3'21,128 GB,Server/Enterprise
Intel® Xeon® E-2336 Processor,intel,Intel® Xeon® E Processor,6,12,2.90 GHz,4.80 GHz,65 W,Q3'21,128 GB,Server/Enterprise
Intel® Xeon® E-2356G Processor,intel,Intel® Xeon® E Processor,6,12,3.20 GHz,5.00 GHz,80 W,Q3'21,128 GB,Server/Enterprise
Intel® Xeon® E-2374G Processor,intel,Intel® Xeon® E Processor,4,8,3.70 GHz,5.00 GHz,80 W,Q3'21,128 GB,Server/Enterprise
Intel® Xeon® E-2378 Processor,intel,Intel® Xeon® E Processor,8,16,2.60 GHz,4.80 GHz,65 W,Q3'21,128 GB,Server/Enterprise
Intel® Xeon® E-2378G Processor,intel,Intel® Xeon® E Processor,8,16,2.80 GHz,5.10 GHz,80 W,Q3'21,128 GB,Server/Enterprise
Intel® Xeon® E-2386G Processor,intel,Intel® Xeon® E Processor,6,12,3.50 GHz,5.10 GHz,95 W,Q3'21,128 GB,Server/Enterprise
Intel® Xeon® E-2388G Processor,intel,Intel® Xeon® E Processor,8,16,3.20 GHz,5.10 GHz,95 W,Q3'21,128 GB,Server/Enterprise
Intel® Xeon® E-2226GE Processor,intel,Intel® Xeon® E Processor,6,6,3.40 GHz,4.60 GHz,80 W,Q2'19,128 GB,Embedded Broad Market Commercial Temp
Intel® Xeon® E-2254ME Processor,intel,Intel® Xeon® E Processor,4,8,2.60 GHz,3.80 GHz,45 W,Q2'19,64 GB,Embedded Broad Market Commercial Temp
Intel® Xeon® E-2254ML Processor,intel,Intel® Xeon® E Processor,4,8,1.70 GHz,3.50 GHz,25 W,Q2'19,64 GB,Embedded Broad Market Commercial Temp
Intel® Xeon® E-2276ME Processor,intel,Intel® Xeon® E Processor,6,12,2.80 GHz,4.50 GHz,45 W,Q2'19,64 GB,Embedded Broad Market Commercial Temp
Intel® Xeon® E-2276ML Processor,intel,Intel® Xeon® E Processor,6,12,2.00 GHz,4.20 GHz,25 W,Q2'19,64 GB,Embedded Broad Market Commercial Temp
Intel® Xeon® E-2278GE Processor,intel,Intel® Xeon® E Processor,8,16,3.30 GHz,4.70 GHz,80 W,Q2'19,128 GB,Embedded Broad Market Commercial Temp
Intel® Xeon® E-2278GEL Processor,intel,Intel® Xeon® E Processor,8,16,2.00 GHz,3.90 GHz,35 W,Q2'19,128 GB,Embedded Broad Market Commercial Temp
Intel® Xeon® E-2224 Processor,intel,Intel® Xeon® E Processor,4,4,3.40 GHz,4.60 GHz,71 W,Q2'19,128 GB,null
Intel® Xeon® E-2224G Processor,intel,Intel® Xeon® E Processor,4,4,3.50 GHz,4.70 GHz,71 W,Q2'19,128 GB,null
Intel® Xeon® E-2226G Processor,intel,Intel® Xeon® E Processor,6,6,3.40 GHz,4.70 GHz,80 W,Q2'19,128 GB,null
Intel® Xeon® E-2234 Processor,intel,Intel® Xeon® E Processor,4,8,3.60 GHz,4.80 GHz,71 W,Q2'19,128 GB,null
Intel® Xeon® E-2236 Processor,intel,Intel® Xeon® E Processor,6,12,3.40 GHz,4.80 GHz,80 W,Q2'19,128 GB,null
Intel® Xeon® E-2244G Processor,intel,Intel® Xeon® E Processor,4,8,3.80 GHz,4.80 GHz,71 W,Q2'19,128 GB,null
Intel® Xeon® E-2246G Processor,intel,Intel® Xeon® E Processor,6,12,3.60 GHz,4.80 GHz,80 W,Q2'19,128 GB,null
